Kanalnummer	Impulse	Fit(Impulse)	Fit(Impulse)
Kanal/#	Impulse/#	Impulse/#	Impulse/#

3173	3	18	4
3174	4	18	4
3175	5	18	4
3176	2	18	4
3177	8	18	4
3178	3	18	4
3179	4	18	4
3180	8	18	4
3181	2	18	4
3182	6	18	4
3183	3	18	4
3184	4	18	4
3185	2	18	4
3186	6	18	4
3187	8	18	4
3188	5	18	4
3189	2	18	4
3190	5	18	4
3191	3	18	4
3192	2	18	4
3193	5	18	4
3194	4	18	4
3195	6	18	4
3196	1	18	4
3197	3	18	4
3198	1	18	4
3199	4	18	4
3200	5	18	4
3201	1	18	4
3202	4	18	4
3203	5	18	4
3204	4	18	4
3205	6	18	4
3206	3	18	4
3207	3	18	4
3208	4	18	4
3209	4	18	4
3210	3	18	4
3211	5	18	4
3212	7	18	4
3213	0	18	4
3214	3	18	4
3215	2	18	4
3216	2	18	4
3217	7	18	4
3218	2	18	4
3219	3	18	4
3220	4	18	4
3221	2	18	4
3222	3	18	4
3223	2	18	4
3224	6	18	4
3225	2	18	4
3226	4	18	4
3227	7	18	4
3228	5	18	4
3229	5	18	4
3230	0	18	4
3231	2	18	4
3232	5	18	4
3233	2	18	4
3234	2	18	4
3235	3	18	4
3236	8	18	4
3237	4	18	4
3238	6	18	4
3239	3	18	4
3240	3	18	4
3241	5	18	4
3242	1	18	4
3243	3	18	4
3244	4	18	4
3245	5	18	4
3246	6	18	4
3247	2	18	4
3248	5	18	4
3249	5	18	4
3250	6	18	4
3251	3	18	4
3252	3	18	4
3253	1	18	4
3254	2	18	4
3255	3	18	4
3256	1	18	4
3257	7	18	4
3258	4	18	4
3259	8	18	4
3260	1	18	4
3261	0	18	4
3262	5	18	4
3263	5	18	4
3264	1	18	4
3265	1	18	4
3266	3	18	4
3267	6	18	4
3268	8	18	4
3269	3	18	4
3270	5	18	4
3271	5	18	4
3272	1	18	4
3273	2	18	4
3274	5	18	4
3275	1	18	4
3276	1	18	4
3277	2	18	4
3278	4	18	4
3279	1	18	4
3280	1	18	4
3281	4	18	4
3282	3	18	4
3283	5	18	4
3284	3	18	4
3285	1	18	4
3286	6	18	4
3287	1	18	4
3288	4	18	4
3289	3	18	4
3290	4	18	4
3291	5	18	4
3292	2	18	4
3293	1	18	4
3294	2	18	4
3295	1	18	4
3296	6	18	4
3297	3	18	4
3298	3	18	4
3299	4	18	4
3300	5	18	4
3301	4	18	4
3302	2	18	4
3303	3	18	4
3304	3	18	4
3305	3	18	4
3306	1	18	4
3307	2	18	4
3308	2	18	4
3309	3	18	4
3310	3	18	4
3311	5	18	4
3312	6	18	4
3313	1	18	4
3314	5	18	4
3315	4	18	4
3316	3	18	4
3317	2	18	4
3318	8	18	4
3319	4	18	4
3320	5	18	4
3321	5	18	4
3322	5	18	4
3323	2	18	4
3324	5	18	4
3325	5	18	4
3326	3	18	4
3327	3	18	4
3328	2	18	4
3329	2	18	4
3330	2	18	4
3331	2	18	4
3332	0	18	4
3333	0	18	4
3334	5	18	4
3335	3	18	4
3336	1	18	4
3337	5	18	4
3338	3	18	4
3339	2	18	4
3340	5	18	4
3341	3	18	4
3342	3	18	4
3343	5	18	4
3344	4	18	4
3345	3	18	4
3346	3	18	4
3347	6	18	4
3348	2	18	4
3349	1	18	4
3350	5	18	4
3351	3	18	4
3352	3	18	4
3353	5	18	4
3354	2	18	4
3355	5	18	4
3356	1	18	4
3357	4	18	4
3358	5	18	4
3359	5	18	4
3360	6	18	4
3361	5	18	4
3362	3	18	4
3363	4	18	5
3364	7	18	5
3365	5	18	5
3366	7	18	5
3367	4	18	5
3368	2	18	5
3369	7	18	5
3370	2	18	5
3371	3	18	5
3372	5	18	5
3373	8	18	5
3374	5	18	5
3375	4	18	5
3376	4	18	5
3377	6	18	5
3378	7	18	5
3379	6	18	5
3380	7	18	5
3381	7	18	5
3382	7	18	5
3383	2	18	5
3384	3	18	5
3385	4	18	5
3386	3	18	5
3387	2	18	5
3388	7	18	5
3389	8	18	6
3390	7	18	6
3391	7	18	6
3392	6	18	6
3393	4	18	6
3394	4	18	6
3395	7	18	6
3396	5	18	6
3397	3	18	6
3398	8	18	6
3399	3	18	6
3400	14	18	6
3401	10	18	6
3402	3	18	6
3403	6	18	6
3404	7	18	6
3405	4	18	7
3406	8	18	7
3407	3	18	7
3408	4	18	7
3409	9	18	7
3410	7	18	7
3411	10	18	7
3412	5	18	7
3413	7	18	7
3414	9	18	7
3415	5	18	7
3416	8	18	7
3417	6	18	8
3418	3	18	8
3419	8	18	8
3420	2	18	8
3421	8	18	8
3422	10	18	8
3423	14	18	8
3424	5	18	8
3425	7	18	8
3426	7	18	9
3427	10	18	9
3428	12	18	9
3429	6	18	9
3430	20	18	9
3431	13	18	9
3432	10	18	9
3433	9	18	9
3434	8	18	9
3435	14	18	10
3436	14	18	10
3437	5	18	10
3438	14	18	10
3439	12	18	10
3440	6	18	10
3441	11	18	10
3442	15	18	11
3443	13	18	11
3444	12	18	11
3445	8	18	11
3446	9	18	11
3447	16	18	11
3448	7	18	12
3449	12	18	12
3450	10	18	12
3451	18	18	12
3452	7	18	12
3453	11	18	12
3454	10	18	13
3455	12	18	13
3456	19	18	13
3457	13	18	13
3458	9	18	13
3459	20	18	13
3460	25	18	14
3461	7	18	14
3462	14	18	14
3463	11	18	14
3464	14	18	14
3465	20	18	15
3466	13	18	15
3467	18	18	15
3468	18	18	15
3469	21	18	15
3470	14	18	16
3471	11	18	16
3472	13	18	16
3473	21	18	16
3474	16	18	16
3475	19	18	17
3476	13	18	17
3477	8	18	17
3478	16	18	17
3479	11	18	18
3480	17	18	18
3481	18	18	18
3482	15	18	18
3483	22	18	18
3484	12	18	19
3485	25	18	19
3486	22	18	19
3487	25	18	19
3488	18	18	20
3489	19	18	20
3490	19	18	20
3491	26	18	20
3492	32	18	21
3493	9	18	21
3494	30	18	21
3495	18	18	21
3496	22	18	22
3497	31	18	22
3498	13	18	22
3499	17	18	22
3500	35	18	23
3501	16	18	23
3502	18	18	23
3503	17	18	23
3504	24	18	24
3505	23	18	24
3506	22	18	24
3507	44	18	24
3508	20	18	24
3509	22	18	25
3510	27	18	25
3511	23	18	25
3512	15	18	25
3513	23	18	26
3514	19	18	26
3515	29	18	26
3516	34	18	26
3517	22	18	27
3518	26	18	27
3519	27	18	27
3520	23	18	27
3521	22	18	28
3522	33	18	28
3523	30	18	28
3524	22	18	28
3525	25	18	29
3526	48	18	29
3527	15	18	29
3528	32	18	29
3529	34	18	29
3530	26	18	30
3531	22	18	30
3532	44	18	30
3533	27	18	30
3534	26	18	31
3535	30	18	31
3536	24	18	31
3537	36	18	31
3538	29	18	31
3539	52	18	32
3540	29	18	32
3541	20	18	32
3542	37	18	32
3543	19	18	32
3544	41	18	33
3545	35	18	33
3546	31	18	33
3547	43	18	33
3548	31	18	33
3549	37	18	34
3550	30	18	34
3551	36	18	34
3552	26	18	34
3553	39	18	34
3554	37	18	34
3555	37	18	34
3556	54	18	35
3557	29	18	35
3558	46	18	35
3559	35	18	35
3560	31	18	35
3561	41	18	35
3562	24	18	35
3563	38	18	36
3564	50	18	36
3565	35	18	36
3566	34	18	36
3567	27	18	36
3568	31	18	36
3569	32	18	36
3570	31	18	36
3571	32	18	36
3572	40	18	36
3573	46	18	37
3574	44	18	37
3575	32	18	37
3576	28	18	37
3577	41	18	37
3578	23	18	37
3579	45	18	37
3580	48	18	37
3581	25	18	37
3582	32	18	37
3583	22	18	37
3584	25	18	37
3585	42	18	37
3586	34	18	37
3587	33	18	37
3588	45	18	37
3589	28	18	37
3590	53	18	37
3591	35	18	37
3592	46	18	37
3593	44	18	37
3594	26	18	37
3595	14	18	37
3596	44	18	37
3597	37	18	37
3598	35	18	37
3599	32	18	37
3600	38	18	37
3601	29	18	37
3602	53	18	37
3603	49	18	37
3604	39	18	36
3605	24	18	36
3606	45	18	36
3607	26	18	36
3608	36	18	36
3609	36	18	36
3610	33	18	36
3611	45	18	36
3612	43	18	36
3613	39	18	36
3614	32	18	35
3615	22	18	35
3616	33	18	35
3617	33	18	35
3618	39	18	35
3619	34	18	35
3620	40	18	35
3621	33	18	34
3622	40	18	34
3623	33	18	34
3624	23	18	34
3625	43	18	34
3626	30	18	34
3627	27	18	34
3628	33	18	33
3629	31	18	33
3630	36	18	33
3631	21	18	33
3632	38	18	33
3633	32	18	32
3634	38	18	32
3635	38	18	32
3636	40	18	32
3637	29	18	32
3638	42	18	31
3639	31	18	31
3640	21	18	31
3641	45	18	31
3642	22	18	31
3643	49	18	30
3644	33	18	30
3645	24	18	30
3646	33	18	30
3647	21	18	30
3648	35	18	29
3649	35	18	29
3650	29	18	29
3651	34	18	29
3652	34	18	28
3653	17	18	28
3654	37	18	28
3655	20	18	28
3656	22	18	27
3657	31	18	27
3658	18	18	27
3659	28	18	27
3660	32	18	26
3661	31	18	26
3662	40	18	26
3663	20	18	26
3664	24	18	25
3665	22	18	25
3666	22	18	25
3667	36	18	25
3668	22	18	24
3669	13	18	24
3670	28	18	24
3671	17	18	24
3672	30	18	24
3673	25	18	23
3674	22	18	23
3675	24	18	23
3676	17	18	23
3677	16	18	22
3678	25	18	22
3679	17	18	22
3680	16	18	22
3681	22	18	21
3682	18	18	21
3683	23	18	21
3684	22	18	21
3685	18	18	20
3686	30	18	20
3687	12	18	20
3688	21	18	20
3689	25	18	19
3690	26	18	19
3691	18	18	19
3692	32	18	19
3693	21	18	18
3694	20	18	18
3695	14	18	18
3696	13	18	18
3697	18	18	18
3698	20	18	17
3699	31	18	17
3700	11	18	17
3701	18	18	17
3702	15	18	16
3703	11	18	16
3704	8	18	16
3705	19	18	16
3706	9	18	16
3707	8	18	15
3708	19	18	15
3709	16	18	15
3710	10	18	15
3711	10	18	15
3712	12	18	14
3713	13	18	14
3714	14	18	14
3715	14	18	14
3716	14	18	14
3717	11	18	13
3718	7	18	13
3719	15	18	13
3720	12	18	13
3721	13	18	13
3722	12	18	13
3723	6	18	12
3724	15	18	12
3725	12	18	12
3726	11	18	12
3727	5	18	12
3728	13	18	12
3729	16	18	11
3730	15	18	11
3731	13	18	11
3732	7	18	11
3733	4	18	11
3734	15	18	11
3735	9	18	10
3736	6	18	10
3737	18	18	10
3738	6	18	10
3739	7	18	10
3740	8	18	10
3741	11	18	10
3742	11	18	9
3743	10	18	9
3744	7	18	9
3745	8	18	9
3746	8	18	9
3747	8	18	9
3748	9	18	9
3749	8	18	9
3750	7	18	9
3751	5	18	8
3752	4	18	8
3753	5	18	8
3754	8	18	8
3755	6	18	8
3756	8	18	8
3757	4	18	8
3758	6	18	8
3759	5	18	8
3760	5	18	7
3761	3	18	7
3762	2	18	7
3763	9	18	7
3764	9	18	7
3765	4	18	7
3766	5	18	7
3767	2	18	7
3768	3	18	7
3769	3	18	7
3770	4	18	7
3771	3	18	7
3772	4	18	6
3773	6	18	6
3774	4	18	6
3775	3	18	6
3776	5	18	6
3777	2	18	6
3778	6	18	6
3779	3	18	6
3780	2	18	6
3781	1	18	6
3782	2	18	6
3783	1	18	6
3784	3	18	6
3785	7	18	6
3786	3	18	6
3787	4	18	6
3788	2	18	5
3789	4	18	5
3790	2	18	5
3791	3	18	5
3792	2	18	5
3793	2	18	5
3794	5	18	5
3795	3	18	5
3796	2	18	5
3797	2	18	5
3798	3	18	5
3799	2	18	5
3800	3	18	5
3801	2	18	5
3802	2	18	5
3803	0	18	5
3804	1	18	5
3805	2	18	5
3806	4	18	5
3807	3	18	5
3808	3	18	5
3809	2	18	5
3810	5	18	5
3811	1	18	5
3812	2	18	5
3813	1	18	5
3814	2	18	4
3815	0	18	4
3816	3	18	4
3817	4	18	4
3818	4	18	4
3819	4	18	4
3820	3	18	4
3821	2	18	4
3822	1	18	4
3823	2	18	4
3824	1	18	4
3825	0	18	4
3826	3	18	4
3827	1	18	4
3828	1	18	4
3829	3	18	4
3830	7	18	4
3831	2	18	4
3832	2	18	4
3833	1	18	4
3834	0	18	4
3835	2	18	4
3836	0	18	4
3837	0	18	4
3838	2	18	4
3839	4	18	4
3840	1	18	4
3841	3	18	4
3842	0	18	4
3843	3	18	4
3844	3	18	4
3845	0	18	4
3846	3	18	4
3847	1	18	4
3848	2	18	4
3849	1	18	4
3850	1	18	4
3851	2	18	4
3852	2	18	4
3853	4	18	4
3854	2	18	4
3855	0	18	4
3856	1	18	4
3857	1	18	4
3858	1	18	4
3859	2	18	4
3860	2	18	4
3861	2	18	4
3862	0	18	4
3863	0	18	4
3864	3	18	4
3865	3	18	4
3866	1	18	4
3867	2	18	4
3868	2	18	4
3869	1	18	4
3870	2	18	4
3871	1	18	4
3872	3	18	4
3873	2	18	4
3874	2	18	4
3875	0	18	4
3876	2	18	4
3877	0	18	4
3878	1	18	4
3879	1	18	4
3880	0	18	4
3881	0	18	4
3882	2	18	4
3883	0	18	4
3884	4	18	4
3885	1	18	4
3886	0	18	4
3887	1	18	4
3888	2	18	4
3889	2	18	4
3890	0	18	4
3891	3	18	4
3892	0	18	4
3893	0	18	4
3894	2	18	4
3895	3	18	4
3896	1	18	4
3897	0	18	4
3898	1	18	4
3899	1	18	4
3900	1	18	4
3901	1	18	4
3902	2	18	4
3903	2	18	4
3904	3	18	4
3905	0	18	4
3906	0	18	4
3907	1	18	4
3908	0	18	4
3909	0	18	4
3910	2	18	4
3911	1	18	4
3912	2	18	4
3913	3	18	4
3914	0	18	4
3915	3	18	4
3916	0	18	4
3917	1	18	4
3918	1	18	4
3919	0	18	4
3920	0	18	4
3921	0	18	4
3922	1	18	4
3923	1	18	4
3924	1	18	4
3925	2	18	4
3926	1	18	4
3927	0	18	4
3928	1	18	4
3929	0	18	4
3930	6	18	4
3931	0	18	4
3932	1	18	4
3933	1	18	4
3934	3	18	4
3935	2	18	4
3936	0	18	4
3937	3	18	4
3938	0	18	4
3939	0	18	4
3940	2	18	4
3941	2	18	4
3942	5	18	4
3943	3	18	4
3944	1	18	4
3945	0	18	4
3946	0	18	4
3947	0	18	4
3948	1	18	4
3949	2	18	4
3950	0	18	4
3951	3	18	4
3952	0	18	4
3953	0	18	4
3954	1	18	4
3955	1	18	4
3956	2	18	4
3957	1	18	4
3958	0	18	4
3959	1	18	4
3960	0	18	4
3961	2	18	4
3962	1	18	4
3963	1	18	4
3964	2	18	4
3965	0	18	4
3966	2	18	4
3967	0	18	4
3968	1	18	4
3969	2	18	4
3970	0	18	4
3971	1	18	4
3972	0	18	4
3973	0	18	4
3974	1	18	4
3975	0	18	4
3976	3	18	4
3977	3	18	4
3978	0	18	4
3979	1	18	4
3980	0	18	4
3981	1	18	4
3982	0	18	4
3983	0	18	4
3984	1	18	4
3985	1	18	4
3986	1	18	4
3987	1	18	4
3988	1	18	4
3989	1	18	4
3990	0	18	4
3991	1	18	4
3992	0	18	4
3993	4	18	4
3994	2	18	4
3995	1	18	4
3996	4	18	4
3997	2	18	4
3998	2	18	4
3999	1	18	4
4000	0	18	4
